Type	Chat
general	Ta muèn uèng n­íc nãng
general	Ta muèn uèng cµ phª
general	Ta muèn uèng cµ phª s÷a
general	Ta muèn uèng b¹c xØu
general	T¹m biÖt ng­êi yªu trong tiÒm thøc
general	T¹m biÖt ng­êi yªu m×nh nhÊt
general	NĞn cay ®¾ng!
general	Ph¸t sÇu a
general	Ch¾c ®i cöa sao
general	§­êng ®­êng chİnh chİnh mµ lµm
general	Lèi ®i cña riªng ta
general	Xin ®õng lµm ta buån
general	NÕu nh­...
general	Lµm 1 lÇn, ¨n mét ®êi
general	Lµm m·i ch¼ng giµu
general	§éc th©n cã g× sai
general	Xin 1 trµn vç tay
general	§Õn ®©y ®i
general	ThËt khã xö
general	MÊy giê råi
general	S¾p tèi råi
general	S¾p s¸ng råi
general	Cßn g× ®Ó nãi n÷a kh«ng
general	Hái ®i c­ng
general	H·y cho ta biÕt c¶m xóc cña ng­¬i
general	Xui qu¸ xui
general	Nãi cho râ rµng
general	Nãi cho xong ®i
general	Ng­¬i kh«ng ng¹i, ta ng¹i
general	Th«i b©y giê nh­ vÇy
general	Nh×n thËt say ®¾m
general	VËy ®­îc kh«ng ta?
general	Ng­¬i muèn hái g×?
general	Bùc béi, bùc béi qu¸ µ
general	§ang ®i mua g¹o
general	§ang ®i mua thuèc
general	§ang ®i mua thŞt heo
general	§ang ®i mua thŞt bß
general	Qu¸ nhiÒu ng­êi ®ang nh×n
general	§ang ®i mua r­îu
general	§ang ®i mua d­a hÊu
general	§ang ®i mua rau
general	ThËt ngoµi ı muèn
general	§iÒu kh«ng ngo¹i lÖ
general	§ang ®i mua thuèc
general	§ang ®i mua ngùa
general	Kh«ng giÕt chÕt h¾n míi lµ l¹
general	Linh hån ®ang run rÈy
general	Tr¸i víi ph¸p t¾c a
general	§ang ®i mua ®å ¨n
general	§ang ®i mua ®å nh¾m
general	§ang ®i mua måi nhËu
general	§ang ®i r­íc con 
general	TiÕp xuèng ®¹i chiÕn sÏ v« cïng th¶m liÖt
general	GiÆc ®· bŞ ®Èy lui
general	D­¬ng Ch©u ®ang tuyÓn qu©n a
general	BiÖn Kinh ®ang tuyÓn qu©n a
general	§¹i Lı ®ang tuyÓn qu©n a
general	T­¬ng D­¬ng ®ang tuyÓn qu©n a
general	Ph­îng T­êng ®ang tuyÓn qu©n a
general	Thµnh §« ®ang tuyÓn qu©n a
general	L©m An ®ang tuyÓn qu©n a
general	Khã lßng mµ phßng bŞ
general	Ca, ®îi ta!
general	Tû, ®îi ta!
general	Muéi, ®îi ta!
general	Cha, ®îi ta!
general	N­¬ng, ®îi ta!
general	S­ Phô, ®îi ta!
general	Ch­ëng M«n, ®îi ta!
general	Tr­ëng l·o, ®îi ta!
general	S­ Huynh, ®îi ta!
general	S­ Tû, ®îi ta!
general	S­ Muéi, ®îi ta!
general	Chóng ta lµ ®ång m«n!
general	Phong L¨ng §é, ®· më
general	M¹n B¾c Th¶o Nguyªn, ®· më
general	No qu¸
general	Kh«ng nhŞn ®­îc n÷a
general	Vâ c«ng s¾p tiÕn giai
general	Kh«ng träng yÕu n÷a råi
general	Xem ®Òu hİt khİ l¹nh
general	S¾c mÆt ®Òu ®en
general	Kh«ng ph¶i trß ®ïa
general	1 ®­êng truy, 1 ®­êng ®¸nh
general	C¸i kia cßn ®¸nh cäng l«ng
general	C¸i kia ®¸ng chÕt th­îng thiªn
general	ThËt kh«ng dÔ dµng v­ît qua
general	Nh©n sinh mu«n mµu a
general	§Ñp m¾t a
general	T©m ı cña ng­¬i, ta lÜnh
general	Kh«ng ph¶i vËy, tÊt tæn thÊt
general	D¹o nµy kh«ng nhµn rçi
general	H«m nay kh«ng cã g× ®Ó lµm
general	H«m nay nãng qu¸
general	H«m nay l¹nh qu¸
general	H«m nay Êm qu¸
general	H«m nay m¸t qu¸ qu¸
general	H«m nay kh« qu¸
general	H«m nay m­a qu¸
general	H«m nay giã qu¸
general	H«m nay nhiÒu m©y qu¸
general	§ã còng kh«ng ph¶i lµ xinh ®Ñp phong c¶nh
general	ThËt lµ xinh ®Ñp phong c¶nh
general	Thiªn thêi, ®Şa lîi, nh©n hßa
general	H×nh t­îng ®Ñp m¾t
general	§¹i khai, ®¹i hîp
general	1 trËn t¹o hãa
general	Cã cã ng­êi cã thÓ s¸nh vai
general	Tïy ı x¸ch ra 1 c¸i ®Òu lµ chİ t«n
general	Dï sao còng ph¶i cã thêi h¹n ®i
general	RÊt lµ cãi m¾t
general	Cã thÓ cïng ta sãng vai
general	Kh«ng ng­êi cã thÓ ®­a ra ®¸p ¸n
general	Thêi gian nh­ dõng l¹i
general	Tù hµnh diÔn hãa chiªu thøc
general	Kİch ®éng ®Òu muèn nh¶y lªn
general	C­êi trµn ngËp nhu t×nh
general	Cùc kú nµo nhiÖt
general	Khong hÒ bËn t©m
general	KiÒm chÕ a
general	TruyÒn thuyÕt ®· thµnh thÇn tho¹i
general	§Êt rung nói chuyÓn
general	An t©m ®i
general	VÉn lµ lÇn ®Çu gÆp
general	CÇn ph¶i nãi râ
general	Kh«ng nãi ®­îc, kh«ng t¶ ®­îc
general	L·o bèi, tiÓu bèi ®Òu cã
general	§ã chİnh lµ t¹o hãa
general	Th¸nh ®Şa, còng kh«ng ph¶i lµ th¸nh ®Şa sao
general	Mua vĞ vµo cöa
general	Con hµng nµy kh«ng thµnh thËt
general	Muèn ®i bé 1 chót
general	§Õn tr¶ tiÒn
general	1 lßng tu ®¹o
general	Chİ c­êng ®Ønh phong còng ®Õn
general	ChÆc l­ìi kh«ng th«i
general	1 ngµy lÆng yªn mµ qua
general	VÉn c¶m thÊy nhá bĞ
general	Nh×n kh«ng thÊu
general	Muèn nh×n lĞn
general	Kh«ng thÓ tíi s¸nh vai
general	MÆt 1 c¸i so 1 c¸i ®en
general	TØnh kh«ng ®Õn
general	Ngoµi nói kh«ng b×nh tÜnh
general	Cã ng­êi 1 c©u ph¸ quan
general	Kh«ng gian, thêi gian ®Òu dõng l¹i
general	Kh«ng ng«n ng÷
general	L·o §¹i!
general	B×nh th­êng mét ngµy lÆng yªn mµ qua
general	Trêi s¾p m­a råi
general	Trêi s¾p n¾ng råi
general	TuyÕt s¾p r¬i
general	Mïa xu©n s¾p ®Õn
general	Mïa h¹ s¾p ®Õn
general	Mïa thu s¾p ®Õn
general	Mïa ®«ng s¾p ®Õn
general	Kh«ng ng­êi biÕt
general	Tr­êng tån t¹i thÕ gian
general	Nh­ mét giÊc méng
general	T©m c¶nh kh«ng gièng nhau
general	Theo mét ı nghÜa nµo ®ã
general	Kh«ng nªn nãi lêi nµo
general	Tèi nay chí ®i
general	Kh«ng ngñ ®­îc
general	Më miÖng ®Òu rÊt cã häc vÊn
general	Qu¸ t­ëng niÖm
general	Ng­¬i qu¸ lµ mét c¸i nh©n tµi
general	Cuèi cïng lµ c¸ g× ®å ch¬i
general	Thæi lªn tíi 9 tÇng m©y
general	§Õn lÆng yªn, ®i lÆng yªn
general	Ta cÊp bËc kh«ng ®ñ
general	Ta cßn lµ c¸i kia
general	Nhu hßa mµ «n nhu
general	Gäi c¸i g× ®Òu kh«ng cã t©m bÖnh
general	Nh©n qu¶ tuÇn hoµn
general	Cùc kú béi phôc a
general	Ta h«m nay hoµn toµn lµm ®­îc
general	Kh«ng cÇn qu¸ l©u
general	N¨m ®ã lµm kh«ng ®­îc, b©y giê cã thÓ
general	Ngµy tèt c¶nh ®Ñp
general	H×nh t­îng nªn v« cïng h­¬ng diÔm
general	Tõ khi chia tay ®Õn giê kh«ng cã vÊn ®Ò g× chø
general	Ng­¬i nhËn ra h¾n
general	Ta vèn kh«ng biÕt
general	ThËt khã t¸i t¹o
general	Kh«ng thÓ gi¶i thİch
general	§Õn tét cïng lµ c¸i g× ®Şa ph­¬ng
general	Nã cÊt giÊu g× bİ mËt
general	Kh«ng khái chÊn kinh a
general	ThÕ giíi nµy thËt ®¸ng sî
general	Qu¸ nhiÒu ®iÒu ch­a biÕt
general	H¾n so ta may m¾n
general	Con ®­êng kia...
general	Cã thÕ 1 İt sù t×nh ®Òu kh«ng biÕt
general	Cã thÓ nghÜ minh b¹ch
general	ThËt khã t­ëng t­îng
general	Së kiÕn l­îc ®ång
general	§ång c¶m a
general	H¼n lµ cßn cã
general	Cßn t¹i trªn ®­êng lang thang
general	Cã 1 lo¹i dù c¶m bÊt th­êng
general	BiÕt İt cßn thªm İt
general	Ng­¬i cho r»ng ta kh«ng muèn ®i
general	§­êng nµo ®i
general	Ai cã thÓ khai
general	Ta cÇn thêi gian
general	Cßn ph¶i chê...
general	Cã rÊt nhiÒu ng­êi ®Õn b¸i pháng
general	§«ng nh­ trÉy héi
general	Kh«ng biÕt ®ang nh×n c¸i g×
general	Dïng c­ìng Ğp xuyªn th¼ng qua
general	§Òu mÑ nã kh«ng tíi
general	§i ®­êng t­ thÕ cã phÇn ph¸ch lèi
general	Cho ta mÊy phÇn mÆt mòi
general	Lµ tæ ®éi tíi
general	Còng ®Òu tíi
general	T©m bçng nhiªn 1 trËn ®au
general	TuÕ nguyÖt nh­ ®ao a
general	Cã vÎ cµng thªm ®Ñp m¾t
general	Muèn nh×n mét chót h­¬ng diÔm
general	TiÓu nha ®Çu nµy ngµy cµng bÊt phµm
general	Ng­¬i lµ ai trÎ con
general	L¹i cùc kú bÊt phµm
general	Ai cã thÓ so s¸nh ®­îc nµng
general	Chİnh lµ phung phİ cña trêi
general	Nãi chuyÖn rÊt cã th©m ı
general	§ã lµ vİ dô rÊt tèt
general	§Òu lµ kÎ kh«ng cßn nhiÒu tuæi thä
general	Còng tuæi thä kh«ng nhiÔn
general	Còng bÊt ®¾c dÜ
general	Mãn nµy cã chót ®¾t
general	Gi¶m gi¸ ®i
general	§õng cã chĞm n÷a
general	Khã cã thÓ nghŞch chuyÓn
general	B¸n hµng cã l­¬ng t©m kh«ng
general	B¸n m¾c qu¸ vËy
general	Kh«ng kia lùc l­îng
general	Ng­êi quan minh chİnh ®¹i
general	Kh«ng nãi lêi mê ¸m
general	C¸i nµy lµm sao cã ı tø?
general	õng ùc, nuèt n­íc bät
general	TiÒn kh«ng cã
general	Kh«ng cã tiÒn
general	Hót thuèc kh«ng?
general	C¶m gi¸c võa vÆn rÊt tèt
general	§å tèt!
general	Lê mê cßn nhí râ
general	§¸ng tiÕc, ®¹o h¹nh ta cßn ch­a ®ñ
general	C­êi cã phÇn vui vÎ
general	Cã bãng ng­êi!
general	Cã thİch kh¸ch
general	B¶o vÖ h¾n!
general	B¶o vÖ ta!
general	§uæi theo h¾n!
general	Th«i bá ®i
general	§o¹t thiªn t¹o hãa a
general	ChËm r·i mµ ®i
general	Kh«ng tiÔn
general	S¾c trêi thËt u ¸m
general	Cùc kú ch¾c ch¾n
general	Cuéc ®êi thËt mong lung
general	Nguyªn nh©n chİnh lµ nh­ thÕ
general	Kh«ng cã ph¶n håi
general	§İch thËt lµ nã
general	Kh«ng ngoµi ı muèn
general	ThËt cã quan hÖ
general	1 b­íc lªn trêi
general	BÊt h÷u truyªn thuyÕt a
general	ViÖn binh ®ang ®Õn
general	Suıt n÷a th× bŞ hñy nhµ
general	Kh«ng nh×n thÊy lµ ai
general	ThÊy kh«ng râ ch©n dung
general	Ng­êi xuÊt thñ kia cã bao nhiªu c­êng ®¹i
general	Nguyªn nh©n chİnh lµ nh×n ra
general	Khã tr¸ch a
general	Kh«ng thÓ vÜnh cöu tr­êng tån
general	HËu sinh kh¶ quı a!
general	Hoµn toµn chİnh x¸c cã biÕn cè
general	Tùa nh­ ta n¨m ®ã
general	Suy nghÜ bŞ ®¸nh g·y...
general	Tªn kia... m¹ng ®ñ lín
general	Thæn thøc kh«ng th«i
general	Ta bá lì rÊt nhiÒu chuyÖn ®Æc s¾c
general	So víi t­ëng t­îng, nghiªm träng h¬n
general	H¬n ph©n n÷a lµ kh«ng t¹i
general	Kh«ng nªn ®Õn
general	Kh«ng cßn cã kh¶ n¨ng cßn sèng
general	RÊt khã lµm ®­îc
general	§Òu chó ®Şnh kh«ng thÓ quay vÒ
general	Ph¶i nh¾m chuÈn míi ®­îc
general	RÊt tiÕc vËn khİ kh«ng tèt
general	VËn khİ rÊt cÇn thiÕt
general	§· bÆc v« ©m tİn
general	PhÇn lín ®· bŞ diÖt
general	Cã thÓ nãi nh­ vËy
general	§· tiªu hao hÇu nh­ kh«ng cßn
general	TiÒn bèi, tr­íc nghØ ng¬i ®i
general	Ph¶n Thanh - Phôc Minh
general	H¾n kh«ng cã c¸i kia b¶n lÜnh
general	Héi sÏ lóng tóng h¬n
general	Cã thÓ bŞ diÖt
general	Kh«ng thÊy cã bãng ng­êi
general	§i lÇn nµy chİnh lµ d¨m ba th¸ng
general	Cã s¸t khİ m·nh liÖt
general	Cßn xem kh«ng râ l¾m
general	BiÕn mÊt?
general	Ai? Cót ra ®©y
general	Ch¹y còng kh«ng chËm
general	XuÊt thñ ng­êi thËt lµ ®¸ng sî
general	Cã thÓ ta sÏ kh«ng nh×n lÇm
general	Nh­ vËy, vÊn ®Ò tíi
general	Cã phÇn lµ ªm tai
general	Cïng ta, cïng nhau lªn ®­êng
general	Trë vÒ t¹i chç!
general	T­ c¸ch ®Òu lµ kh«ng cã
general	Còng ph¶i thiÖt thßi
general	Tôu v« cïng thª th¶m
general	Kh«ng thÓ so
general	Còng kh«ng tèt g×
general	LiÒn lµ c¸i kú tİch
general	Còng coi lµ mét c¸i lèi ®i
general	§ã kh«ng ph¶i lµ hang chuét
general	Chê ng­êi ra
general	Bøc c¸ch kh«ng lµ b×nh th­êng cao
general	ChÕt rÊt phiÒn muén
general	§ã lµ c¸i ch©n lı
general	Trë tay kh«ng kŞp!
general	¤m c©y ®îi thá
general	Tróng kÕ råi
general	§iÖu hæ ly s¬n
general	D­¬ng ®«ng kİch t©y
general	§©u chØ chãi m¾t
general	§· cã 3-5 ngµy
general	G¸nh nÆng ®­êng xa
general	L¹i rÊt tù gi¸c
general	TuyÖt ®èi kh«ng ph¶i lµ b×nh th­êng
general	Cã chót t­¬ng tù
general	§Òu ®i ®©u råi
general	TiÒn bèi, t×m c¸i g× ®©u
general	Nh×n ®iÖu bé nµy...
general	Ng­¬i, v× sao mµ c­êi?
general	§îi ®­îc mét con c¸ lín
general	Kh«ng ph¶i lµ hµng phæ th«ng
general	Kinh ng¹c th× kinh ng¹c
general	Ngµy mai ta trë l¹i
general	Ta ®i lÊy thªm tiÒn
general	Kh«ng cã ®ñ tiÒn mua
general	Kh¸ch quan muèn thø g×
general	Ta cã thÓ gióp g× ng­¬i?
general	Cã thÓ mua cho ta mét c¸i b¸nh bao kh«ng?
general	Cã thÓ mua cho ta mét İt thøc ¨n kh«ng?
general	Cã thÓ mua cho ta mét b×nh r­îu kh«ng?
general	G­¬ng mÆt kia d÷ tîn kh«ng chŞu nçi
general	TiÕng nh¹c thËt hay
general	ThÇn bİ mµ b¸ ®¹o
general	ThÕ nµo l¹i cã c¸i nµy thao t¸c
general	Khã lßng phßng bŞ
general	T×m kh«ng ra
general	Tªn kia tuyÖt ®èi lµ 1 c¸i Èn nÊp cao thñ
general	Nh×n vÒ phİa tr­íc, 1 m¶nh h­ v«
general	Phİa tr­íc m«ng lung 1 m¶nh
general	H¬n ph©n n÷a, ®Òu ph¶i quú
general	Kia cã bao nhiªu lîi h¹i a
general	Ch¬i trèn t×m?
general	Kh«ng d¸m ngoi ®Çu lªn
general	ThËt kh«ng cßn c¸ch nµo kh¸c
general	Tõ bá t×m kiÕm
general	Cßn ch­a hiÓu thÊu ®¸o
general	Ph­¬ng ph¸p nµy cµng trùc tiÕp
general	Ng­êi kia ®· bÆc v« ©m tİn
general	§i d¹o 1 vßng
general	Khèng xÊu hæ ng­êi ®Òu chung chİ h­íng
general	Xem nh­ bÕ quan
general	Nµng lµ yªu nghiÖt
general	H¾n ta cßn ¸p chÕ
general	Mét ®­êng ®Òu t¹i ngé ®¹o
general	Cßn v× n¨m ®ã sù t×nh mµ s¸m hèi
general	Tªn rÊt hay
general	Cã mét lo¹i c¶m gi¸c quen thuéc
general	Cã thÓ chóng ta ch­a tõng gÆp mÆt
general	TuyÖt ®èi lµ trÎ tuæi nhÊt cao thñ
general	Ng­¬i c¸i nµy b¶n lÜnh kh«ng thÕ nµo tèt
general	§¹i ca! Ta theo ng­¬i
general	TiÓu tö! Ta theo ng­¬i
general	Cha! Ta theo ng­¬i
general	N­¬ng! Ta theo ng­¬i
general	Tû phu! Ta theo ng­¬i
general	S­ ®Ö! Ta theo ng­¬i
general	S­ mÉu! Ta theo ng­¬i
general	Muéi! Ta theo ng­¬i
general	S­ muéi! Ta theo ng­¬i
general	Bang Chñ! Ta theo ng­¬i
general	S­ huynh! Ta theo ng­¬i
general	Huynh ®Ö! Ta theo ng­¬i
general	B¸ b¸! Ta theo ng­¬i
general	A Di! Ta theo ng­¬i
general	Mong ®­îc mäi ng­êi gióp ®ì
general	Chµo anh em, ai lµm nhiÖm vô chung kh«ng?
general	Chµo bang héi, h«m nay mäi ng­êi thÕ nµo?
general	NhiÖm vô nµy lµm sao ®Ó hoµn thµnh nhanh nhÊt?
general	M×nh bŞ kÑt ë nhiÖm vô nµy, ai gióp víi
general	Anh em tËp trung, chuÈn bŞ ®i s¨n boss
general	CÇn thªm ng­êi ®Ó ®i phã b¶n
general	Mäi ng­êi tËp trung ®Ó b¶o vÖ l·nh thæ
general	Ai b¸n ®å nµy kh«ng? M×nh cÇn gÊp
general	M×nh cã d­ ®å nµy, ai cÇn th× liªn hÖ
general	§æi ®å, ai cã trang bŞ nµy th× m×nh muèn ®æi
general	H«m nay ®«ng vui qu¸ mäi ng­êi nhØ
general	Ai cã mÑo g× th× chia sÎ
general	M×nh nghÜ nªn tËp trung n©ng kü n¨ng nµy tr­íc
general	H«m nay cã kÕ ho¹ch g× kh«ng?
general	CÇn ph©n chia nhiÖm vô râ rµng h¬n
general	Mäi ng­êi tËp trung ë l·nh ®Şa bang nhĞ
general	Ng­êi si nãi méng
general	Cã viÖc quan träng, Bang Chñ nãi tËp trung
general	Ph¶i cã ng­êi gi÷ cöa, ai t×nh nguyÖn?
general	CÈn thËn, cã mai phôc!
general	KÎ ®Şch ®ang ®Õn gÇn, chuÈn bŞ s½n sµng!
general	M×nh bŞ kÑt ë ®©y, ai gióp m×nh víi
general	Ta võa häc ®­îc chiªu míi, ai muèn thö kh«ng?
general	Cã ai tham gia sù kiÖn nµy kh«ng?
general	LËp nhãm ®i!
general	Nªn tËp trung vµo kü n¨ng phßng thñ tr­íc
general	Kinh nghiÖm cña ng­¬i thËt phong phó
general	Ch¬i ph¸i nµy cÇn chó ı g×?
general	Ai cã kinh nghiÖm chia sÎ víi
general	Ai cã chuyÖn g× vui kÓ nghe ch¬i
general	H«m nay cã g× míi kh«ng?
general	Ai solo kh«ng?
general	Th¸ch ®Êu 1vs1, ai tù tin th× b­íc lªn
general	Ta ®Õn tõ bang héi kh¸c
general	Muèn giao l­u kÕt b¹n
general	Ta s½n sµng chia sÎ
general	Ai cã thÓ b¶o vÖ ta kh«ng?
general	BŞ b¾t cãc, cÇn cøu gióp
general	Lµm sao ®Ó th¾ng ®©y?
general	C¶m ¬n v× ®· gióp ®ì
general	Ta sÏ nhí ¬n ng­¬i
general	Ng­¬i rÊt giái
general	H·y cè g¾ng
general	Chóng ta sÏ v­ît qua thö th¸ch
general	Ai còng cã thÓ lµm ®­îc
general	H·y tin vµo b¶n th©n
general	Håi hép  qu¸
general	Håi hép ghª
general	S¾p tíi l­ît ta råi
general	Ng­¬i ®ang chê ®iÒu g×?
general	C¶m gi¸c thËt th¨ng hoa
general	A! Lªn cÊp råi
general	Võa míi bŞ ®¸nh
general	Mäi ng­êi cïng nhau chia vui
general	Chia buån nha
general	Ai cã thuèc håi m¸u kh«ng
general	CÇn tËp trung vµo ®iÓm yÕu cña boss
general	CÇn lµm chËm nã
general	CÇn lµm cho¸ng nã
general	CÇn ®èt nã
general	Ta sÏ ®i dß ®­êng tr­íc
general	Mäi ng­êi theo sau hç trî
general	Ng­¬i b¶o vÖ, ta tÊn c«ng
general	NhiÖm vô nµy khã qu¸
general	CÇn gióp ®ì
general	Chóng ta lµm tèt l¾m
general	H·y chuÈn bŞ cho nhiÖm vô tiÕp theo
general	KiÓm tra kü nhĞ
general	KiÓm tra trang bŞ vµ ®an ®­îc tr­íc khi chiÕn ®Êu
general	Chóng ta ®· th¾ng!
general	Mäi ng­êi thËt tuyÖt vêi
general	Sù kiÖn sÏ diÔn ra vµo tèi nay
general	Th­ gi·n ®i
general	Sù kiÖn sÏ cã phÇn th­ëng, ®õng bá lì
general	§õng tõ bá
general	Ta cÇn mua kiÕm cao cÊp
general	Ta cÇn mua ®ao cao cÊp
general	Ta cÇn mua Th­¬ng cao cÊp
general	Ta cÇn mua C«n cao cÊp
general	Ta cÇn mua ®µn cao cÊp
general	Ta cÇn mua ¸o cao cÊp
general	Ta cÇn mua hé uyÓn cao cÊp
general	Ta cÇn mua ngäc béi cao cÊp
general	Ta cÇn mua d©y chuyÒn cao cÊp
general	Ta cÇn mua giµy cao cÊp
general	Ta cÇn mua nhÉn cao cÊp
general	Ta cÇn mua phi phong cao cÊp
general	Ta cÇn mua ngùa cao cÊp
general	Ai cã ®å thõa cho ta víi
general	Ta cÇn t×m mét sè vËt phÈm nhiÖm vô
general	Ai cã thÓ cho ta m­în İt vµng kh«ng
general	Ta nªn lµm g×
general	Cã g× ®Æc biÖt kh«ng?
general	TrËn ®Êu rÊt gay cÊn
general	Chóng ta ®ang dÉn ®Çu, mäi ng­êi cè lªn
general	Chóng ta ®ang cã lîi thÕ
general	Ai cßn ch­a nép tµi nguyªn bang héi?
general	Ai cÇn hç trî vÒ trang bŞ th× nãi ta
general	NÕu cÇn gióp ®ì g× th× cø hái nhĞ
general	Chóng ta ®· chiÕm ®­îc cæng chİnh
general	TiÕp tôc tiÕn lªn
general	Ai biÕt chç nµo t×m ®­îc c¸i nµy kh«ng?
general	Míi t×m ®­îc kho b¸u
general	Ai ®i t×m kho b¸u chung kh«ng?
general	Ai cÇn g×, ta cã thÓ chia sÎ
general	TËp trung, ®õng ®Ó bŞ ph©n t¸n
general	CÈn thËn cã c¹m bÉy
general	Mäi ng­êi tËp hîp t¹i ®Êu tr­êng
general	ChuÈn bŞ vµo trËn
general	Ta sÏ tÊn c«ng tõ bªn tr¸i
general	Mäi ng­êi theo s¸t nhĞ!
general	Ai d¸m tham gia thö th¸ch cïng nhau kh«ng?
general	Ngµy mai gÆp l¹i
general	Ta ph¶i ®i råi, ë l¹i vui vÎ
general	§õng buån khi thua ta
general	TrËn nµy sÏ thó vŞ h¬n
general	§Õn ®©y mµ thö søc
general	TrËn chiÕn h¹ng nÆng, ai d¸m?
general	Ta ®· häc hái rÊt nhiÒu tõ ng­¬i
general	C¶m gi¸c thËt tuyÖt vêi
general	Ta cÇn mua mét mãn ®å ®Æc biÖt
general	Ai cã b¸n kh«ng?
general	§æi ®å kh«ng?
general	Cho ta tr¶ l¹i ®å
general	Ta kh«ng thÓ hoµn thµnh nhiÖm vô
general	CÇn ng­êi lµm chung nhiÖm vô
general	Ai b¸n Tiªn Th¶o Lé kh«ng?
general	Ai b¸n QuÕ Hoa Töu kh«ng?
general	Ai b¸n N÷ Nhi Hång kh«ng?
general	Ai b¸n Thiªn S¬n TuyÕt Liªn kh«ng?
general	Ai b¸n Chïy HSL kh«ng?
general	Ai b¸n §ao HNL kh«ng?
general	Ai b¸n Th­¬ng HSL kh«ng?
general	Ai b¸n KiÕm HNL kh«ng?
general	Ai b¸n KiÕm HSL kh«ng?
general	Ai b¸n vò khİ tèc ®é xuÊt chiªu kh«ng?
general	Ai b¸n ngùa ChiÕu D¹ kh«ng?
general	Gi¸ bİ kİp ThiÕu L©m §ao bao nhiªu vËy?
general	Gi¸ bİ kİp ThiÕu L©m QuyÒn bao nhiªu vËy?
general	Gi¸ bİ kİp ThiÕu L©m Bæng bao nhiªu vËy?
general	Gi¸ bİ kİp Thiªn V­¬ng Th­¬ng bao nhiªu vËy?
general	Gi¸ bİ kİp Thiªn V­¬ng Chïy bao nhiªu vËy?
general	Gi¸ bİ kİp Thiªn V­¬ng §ao bao nhiªu vËy?
general	Gi¸ bİ kİp Ngò §éc Ch­ëng bao nhiªu vËy?
general	Gi¸ bİ kİp Ngò §éc §ao bao nhiªu vËy?
general	Gi¸ bİ kİp Thóy Yªn Song §ao bao nhiªu vËy?
general	Gi¸ bİ kİp Thóy Yªn §ao bao nhiªu vËy?
general	Gi¸ bİ kİp §­êng M«n BÉy bao nhiªu vËy?
general	Gi¸ bİ kİp §­êng M«n Phi Tiªu bao nhiªu vËy?
general	Gi¸ bİ kİp §­êng M«n Phi §ao bao nhiªu vËy?
general	Gi¸ bİ kİp C¸i Bang Bæng bao nhiªu vËy?
general	Gi¸ bİ kİp C¸i Bang Ch­ëng bao nhiªu vËy?
general	Gi¸ bİ kİp Thiªn NhÉn §ao bao nhiªu vËy?
general	Gi¸ bİ kİp Thiªn NhÉn Th­¬ng bao nhiªu vËy?
general	Gi¸ bİ kİp Vò Hån §ao bao nhiªu vËy?
general	Gi¸ bİ kİp Vò Hån ThuÉn bao nhiªu vËy?
general	Gi¸ bİ kİp Tiªu Dao KiÕm bao nhiªu vËy?
general	Gi¸ bİ kİp Tiªu Dao Ch­ëng bao nhiªu vËy?
general	Gi¸ bİ kİp Hoa S¬n KiÕm bao nhiªu vËy?
general	Gi¸ bİ kİp Hoa S¬n Ch­ëng bao nhiªu vËy?
general	Gi¸ nµy h¬i cao, cã thÓ gi¶m ®­îc kh«ng?
general	§ao nµy cã thuéc tİnh g× ®Æc biÖt?
general	KiÕm nµy cã thuéc tİnh g× ®Æc biÖt?
general	Th­¬ng nµy cã thuéc tİnh g× ®Æc biÖt?
general	Bæng nµy cã thuéc tİnh g× ®Æc biÖt?
general	Phi ®ao nµy cã thuéc tİnh g× ®Æc biÖt?
general	Phi tiªu nµy cã thuéc tİnh g× ®Æc biÖt?
general	CÇm nµy cã thuéc tİnh g× ®Æc biÖt?
general	ThuÉn nµy cã thuéc tİnh g× ®Æc biÖt?
general	¸o nµy cã thuéc tİnh g× ®Æc biÖt?
general	Ngùa nµy cã thuéc tİnh g× ®Æc biÖt?
general	Phi Phong nµy cã thuéc tİnh g× ®Æc biÖt?
general	Nãn nµy cã thuéc tİnh g× ®Æc biÖt?
general	D©y chuyÒn nµy cã thuéc tİnh g× ®Æc biÖt?
general	Hé UyÓn nµy cã thuéc tİnh g× ®Æc biÖt?
general	NhÉn nµy cã thuéc tİnh g× ®Æc biÖt?
general	Ngäc béi nµy cã thuéc tİnh g× ®Æc biÖt?
general	Th¾t l­ng nµy cã thuéc tİnh g× ®Æc biÖt?
general	Giµy nµy cã thuéc tİnh g× ®Æc biÖt?
general	Vò khİ nµy cã thuéc tİnh g× ®Æc biÖt?
general	§ao nµy ®· n©ng cÊp ch­a?
general	KiÕm nµy ®· n©ng cÊp ch­a?
general	Th­¬ng nµy ®· n©ng cÊp ch­a?
general	Bæng nµy ®· n©ng cÊp ch­a?
general	Phi ®ao nµy ®· n©ng cÊp ch­a?
general	Phi tiªu nµy ®· n©ng cÊp ch­a?
general	CÇm nµy ®· n©ng cÊp ch­a?
general	ThuÉn nµy ®· n©ng cÊp ch­a?
general	¸o nµy ®· n©ng cÊp ch­a?
general	Ngùa nµy ®· n©ng cÊp ch­a?
general	Phi Phong nµy ®· n©ng cÊp ch­a?
general	Nãn nµy ®· n©ng cÊp ch­a?
general	D©y chuyÒn nµy ®· n©ng cÊp ch­a?
general	Hé UyÓn nµy ®· n©ng cÊp ch­a?
general	NhÉn nµy ®· n©ng cÊp ch­a?
general	Ngäc béi nµy ®· n©ng cÊp ch­a?
