ÈÛÁ¶²ÄÁÏÃû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	Æ·ÖÊ	Ä§·¨ÊôĞÔË÷Òı1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ2	¿ÉÈÛÁ¶×°±¸ÀàĞÍ3	¿ÉÈÛÁ¶×°±¸ÀàĞÍ4	¿ÉÈÛÁ¶×°±¸ÀàĞÍ5	¿ÉÈÛÁ¶×°±¸ÀàĞÍ6	ÌáÁ¶ºóÊÇ·ñÓÀ¾Ã°ó¶¨
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	249	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3395	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	250	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3396	1	4	8				0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 1]	8	1	251	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3444	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 2]	8	1	252	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3445	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 3]	8	1	253	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3446	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 4]	8	1	254	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3447	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 5]	8	1	255	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3448	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 6]	8	1	256	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3449	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 7]	8	1	257	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3450	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 8]	8	1	258	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3451	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 9]	8	1	259	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3452	13						0
Ngò hµnh v¨n c­¬ng - Kim [CÊp 10]	8	1	260	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3453	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 1]	8	1	261	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3504	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 2]	8	1	262	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3505	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 3]	8	1	263	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3506	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 4]	8	1	264	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3507	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 5]	8	1	265	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3508	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 6]	8	1	266	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3509	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 7]	8	1	267	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3510	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 8]	8	1	268	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3511	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 9]	8	1	269	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3512	13						0
Ngò hµnh v¨n c­¬ng - Méc [CÊp 10]	8	1	270	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3513	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 1]	8	1	271	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3484	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 2]	8	1	272	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3485	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 3]	8	1	273	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3486	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 4]	8	1	274	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3487	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 5]	8	1	275	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3488	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 6]	8	1	276	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3489	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 7]	8	1	277	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3490	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 8]	8	1	278	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3491	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 9]	8	1	279	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3492	13						0
Ngò hµnh v¨n c­¬ng - Thñy [CÊp 10]	8	1	280	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3493	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 1]	8	1	281	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3424	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 2]	8	1	282	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3425	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 3]	8	1	283	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3426	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 4]	8	1	284	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3427	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 5]	8	1	285	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3428	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 6]	8	1	286	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3429	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 7]	8	1	287	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3430	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 8]	8	1	288	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3431	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 9]	8	1	289	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3432	13						0
Ngò hµnh v¨n c­¬ng - Háa [CÊp 10]	8	1	290	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3433	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 1]	8	1	291	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3464	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 2]	8	1	292	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3465	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 3]	8	1	293	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3466	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 4]	8	1	294	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3467	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 5]	8	1	295	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3468	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 6]	8	1	296	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3469	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 7]	8	1	297	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3470	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 8]	8	1	298	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3471	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 9]	8	1	299	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3472	13						0
Ngò hµnh v¨n c­¬ng - Thæ [CÊp 10]	8	1	300	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3473	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 1]	8	1	301	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3454	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 2]	8	1	302	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3455	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 3]	8	1	303	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3456	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 4]	8	1	304	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3457	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 5]	8	1	305	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3458	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 6]	8	1	306	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3459	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 7]	8	1	307	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3460	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 8]	8	1	308	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3461	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 9]	8	1	309	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3462	13						0
NghŞch ngò hµnh v¨n c­¬ng - Kim [CÊp 10]	8	1	310	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3463	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 1]	8	1	311	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3514	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 2]	8	1	312	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3515	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 3]	8	1	313	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3516	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 4]	8	1	314	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3517	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 5]	8	1	315	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3518	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 6]	8	1	316	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3519	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 7]	8	1	317	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3520	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 8]	8	1	318	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3521	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 9]	8	1	319	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3522	13						0
NghŞch ngò hµnh v¨n c­¬ng - Méc [CÊp 10]	8	1	320	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3523	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 1]	8	1	321	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3494	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 2]	8	1	322	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	2	3495	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 3]	8	1	323	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	3	3496	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 4]	8	1	324	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	4	3497	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 5]	8	1	325	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	5	3498	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 6]	8	1	326	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	6	3499	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 7]	8	1	327	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	7	3500	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 8]	8	1	328	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	8	3501	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 9]	8	1	329	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	9	3502	13						0
NghŞch ngò hµnh v¨n c­¬ng - Thñy [CÊp 10]	8	1	330	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	10	3503	13						0
NghŞch ngò hµnh v¨n c­¬ng - Háa [CÊp 1]	8	1	331	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	Ngò hµnh v¨n c­¬ng ®­îc luyÖn tõ ngò hµnh kho¸ng, cã thÓ n©ng cao n¨ng lùc trang bŞ	0	0	1	0	1	3434	13						0
