Name	DataID	Kind	ScriptName	ImageName	SoundName	LifeTime	Layer	Height	SkillKind	SkillCamp	SkillRange	SkillCastTime	SkillID	SkillLevel	LightRadius	LightRed	LightGreen	LightBlue	LightAlpha	LightReflectType	ImageTotalFrame	ImageCurFrame	ImageTotalDir	ImageCurDir	ImageInterval	ImageCgXpos	ImageCgYpos	Bar0	Bar1	Bar2	Bar3	Bar4	Bar5	Bar6	Bar7	Bar8	Bar9	Bar10	Bar11	Bar12	Bar13	Bar14	ImageDropName	ImageDropTotalFrame	ImageDropCurFrame	ImageDropTotalDir	ImageDropCurDir	ImageDropInterval(Ö¡¼ä¸ô£©	ImageDropCgXpos	ImageDropCgYpos	IsUnseen
ÒôÐ§ó¬ó°	319	RandSound			\sound\sound_s020.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§Ö¨Ö¨	320	LoopSound			\sound\sound_s021.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§òÐòÐ	321	LoopSound			\sound\sound_s022.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§À¥³æ	322	LoopSound			\sound\sound_s023.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§Ð¡Ïª	323	LoopSound			\sound\sound_s024.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§É½Èª	324	LoopSound			\sound\sound_s025.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§ÇÃÖÓ	325	RandSound			\sound\sound_s026.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§ÆÙ²¼	326	LoopSound			\sound\sound_s027.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§ÀÖÒô	327	RandSound			\sound\sound_s028.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÒôÐ§´ò¸ü	328	RandSound			\sound\sound_s029.wav	0	0	0	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÌØÊâµÀ¾ß	329	Item		\spr\obj\item\obj_lbh_001.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	19	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lbh_fall_001.spr	10	0	1	0	20	63	115	0
ÏÊ»¨	330	Item		\spr\obj\item\obj_flower_001.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	1	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_flower_fall_001.spr	10	0	1	0	24	60	115	0
°×Ñ©°ÙºÏ	331	Prop		\spr\obj\prop\obj_rw_038.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	30	41	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0
Ñô´ºÁéÖ¥	332	Prop		\spr\obj\prop\obj_rw_016.spr		2400	0	8	Cycle_Image_Static	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	16	17	0	0	0	0	0	0	0	1	4	0	3	2	0	0	0									0
±¦Ê¯Ïà¹Ø	333	Item		\spr\obj\item\obj_zuanshi.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	16	62	114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_zuanshi_drop.spr	10	0	1	0	20	62	114	0
±¬ÖñÏà¹Ø	334	Item		\spr\obj\item\obj_baozhu.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	60	110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_baozhu_drop.spr	10	0	1	0	20	60	110	0
Ê¥µ®Ê÷	335	Prop		\spr\obj\box\tree.spr		0	0	120	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	16	120	192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									0
ÁîÅÆ	336	Item		\spr\obj\item\obj_brand.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_brand_fall.spr	10	0	1	0	30	60	115	0
¼¦ÍÈ	337	Item		\spr\obj\item\obj_drumstick.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	49	96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_drumstick_fall.spr	10	0	1	0	30	50	96	0
Åû·ç	338	Item		\spr\obj\item\obj_mantle.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	24	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_mantle_fall.spr	10	0	1	0	30	60	118	0
ÒøÔª±¦	339	Item		\spr\obj\item\obj_cards.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_cards_fall.spr	10	0	1	0	20	60	120	0
½ðÔª±¦	340	Item		\spr\obj\item\obj_cardg.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_cardg_fall.spr	10	0	1	0	20	60	120	0
°ãÈôÐÄ¾­	341	Item		\spr\obj\item\obj_lection.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_lection_fall.spr	10	0	1	0	20	60	120	0
´óºì°ü	342	Item		\spr\obj\item\obj_burseb.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_burseb_fall.spr	10	0	1	0	20	60	120	0
Ð¡ºì°ü	343	Item		\spr\obj\item\obj_burses.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_burses_fall.spr	10	0	1	0	20	60	120	0
ÐÂ´º´óÀñ°ü	344	Item		\spr\obj\item\obj_giftb.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_giftb_fall.spr	10	0	1	0	20	60	120	0
ÐÂ´ºÐ¡Àñ°ü	345	Item		\spr\obj\item\obj_gifts.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_gifts_fall.spr	10	0	1	0	20	60	120	0
ÐÄÐÄÏàÓ³·û	346	Item		\spr\obj\item\obj_heart.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_heart_fall.spr	10	0	1	0	20	60	120	0
ºïÄê¼ªÏé°ü	347	Item		\spr\obj\item\obj_jixiang.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_jixiang_fall.spr	10	0	1	0	20	60	117	0
ºÏ»¶°ü	348	Item		\spr\obj\item\obj_hehuan.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_hehuan_fall.spr	10	0	1	0	20	60	120	0
Ô§ÑìÅÁ	349	Item		\spr\obj\item\obj_yuanyang.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_yuanyang_fall.spr	9	0	1	0	20	64	135	0
ÇéÒâ½á	350	Item		\spr\obj\item\obj_qingyi.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	20	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_qingyi_fall.spr	10	0	1	0	20	60	120	0
É½ºÓÉçð¢Í¼ËéÆ¬	351	Item		\spr\obj\item\obj_shanhe.spr	\sound\sound_i008.wav	32400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_shanhe_fall.spr	9	0	1	0	27	60	120	0
Ó¢ÐÛÁî	352	Item		\spr\obj\item\obj_herokey.spr	\sound\sound_i008.wav	2400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_herokey_fall.spr	9	0	1	0	20	60	120	0
ËéÆ¬	353	Box		\spr\obj\item\obj_shanhe.spr	\sound\sound_i008.wav	32400	0	4	Cycle_Image_Static	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	27	60	120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	\spr\obj\item\obj_shanhe_fall.spr	9	0	1	0	27	60	120	0
