Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
[§Þnh thêi] Vô Ho¸n Hñ Cèt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	135	135	31	80	80																36	95	32	110	39	3							2	309	232	307	335	425	13	12	4							
[TrÊn Bang Chi B¶o] Minh Hoan Song Hoµn Xµ KhÊu	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ hoµng kim	4	999	10	0	30	140	140	31	80	80																36	120	39	3									616	312	718	416	231	230	13	12	5							
[§Þnh thêi] Chó Phäc Ph¸ Gi¸p §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	315	315	31	85	85																36	85	32	110	39	3							2	337	6	307	233	31	14									
[§Þnh thêi] Chó Phäc DiÖt L«i C¶nh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ hoµng kim	3	999	10	0																						36	99	39	3									2	93	234	95	8	107	14									
[§Þnh thêi] Chó Phäc U Hoan ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	3									129	130					14									
[§Þnh thêi] Chó Phäc Xuyªn T©m §éc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	30	111	111	31	80	80																36	90	32	90	39	3							418	309	161	312	421	423	14									
[TrÊn Bang Chi B¶o] Chó Phäc Trïng Cèt Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Trang bÞ hoµng kim	3	999	10	0	31	60	60																			36	120	39	3									2	312	718	416	236	235	14									
[§Þnh thêi] B¨ng Hµn §µn ChØ Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0	28	44	44	29	100	100	167	-20	-20	31	99	99										36	99	32	90	33	110	39	2					2	44	46	69	113	162	15	13	1							
[§Þnh thêi] B¨ng Hµn HuyÒn y Thóc Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	Trang bÞ hoµng kim	4	999	10	0	30	720	720	31	90	90																36	95	32	110	33	165	39	2					418	338	306	307	6	215	15	13	2							
[§Þnh thêi] B¨ng Hµn T©m TiÔn Yªu KhÊu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	160	160	31	80	80																36	85	32	90	33	110	39	2					418	309	212	307	6	423	15	13	3							
[§Þnh thêi] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	2									129	130					15	13	4							
[§Þnh thêi] B¨ng Hµn NguyÖt ¶nh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	320	762	311	213	214	15	13	5							
[§Þnh thêi] Thiªn Quang Hoa Vò M¹n Thiªn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0	28	46	46	29	102	102	167	0	0	31	99	99										36	99	32	65	33	230	39	2					8	43	48	71	113	162	16	14	1							
[§Þnh thêi] Thiªn Ngoa §Þnh T©m Ng­ng ThÇn Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ hoµng kim	4	999	10	0																						36	95			39	2							2	317	212	107	8		16	14	2							
[§Þnh thêi] Thiªn Ngoa S©m La Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	111	111	31	80	80																36	90	32	90	33	110	39	2					2	309	217	307	6	425	16	14	3							
[TrÊn Bang Chi B¶o] Thiªn Quang §Þa Hµnh Thiªn Lý  Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ hoµng kim	2	999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					616	320	762	311	339	216	16	14	4							
[§Þnh thêi] Thiªn Ngoa Thóc Thiªn Phäc §Þa Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0																						36	80			39	2							129	130					16	14	5							
[§Þnh thêi] S©m Hoang Phi Tinh §o¹t Hån	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0	28	42	42	29	98	98	167	0	0	31	99	99										36	99	32	90	33	110	39	2					4	43	48	71	113	162	17	15	1							
[§Þnh thêi] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	0	2	6	\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	Trang bÞ hoµng kim	4	999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					759	306	718	311	218	212	17	15	2							
[§Þnh thêi] S©m Hoang Hån Gi¶o Yªu Thóc	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	160	160	31	80	80																36	85	32	90	33	110	39	2					418	309	219	307	6	423	17	15	3							
[§Þnh thêi] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	2									129	130					17	15	4							
[§Þnh thêi] S©m Hoang Tinh V©n Phi L÷	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	30	160	160	31	80	80																36	90	32	90	33	110	39	2					418	340	320	307	6	214	17	15	5							
[§Þnh thêi] §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	315	315	31	85	85																36	85	32	110	39	2							418	341	437	307	6	224	18									
[§Þnh thêi] §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ hoµng kim	3	999	10	0																						36	95	39	2									1	222	221	95	8	107	18									
[§Þnh thêi] §Þa Ph¸ch TÞch LÞch L«i Háa Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	2									129	130					18									
[§Þnh thêi] §Þa Ph¸ch KhÊu T©m Träc	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	30	111	111	31	80	80																36	99	32	90	39	2							418	309	223	307	6	423	18									
[TrÊn Bang Chi B¶o] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ hoµng kim	0	999	10	0	30	160	160	31	80	80																36	120	32	135	39	2							616	312	718	420	163	16	18									
[TrÊn Bang Chi B¶o] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ hoµng kim	0	999	10	0	31	60	60																			36	120	39	6									2	307	769	420	342	237	19	16	1							
[§Þnh thêi] §ång Cøu Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ hoµng kim	4	999	10	0	30	500	500	31	80	80																36	90	32	110	39	6							1	96	5	39	60	238	19	16	2							
[§Þnh thêi] §ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	30	140	140	31	80	80																36	85	32	110	39	6							2	312	239	309	6	420	19	16	3							
[§Þnh thêi] §ång Cõu Kh¸ng Long Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0	30	111	111	31	80	80																36	99	32	90	39	6							2	304	240	151	8	164	19	16	4							
[§Þnh thêi] §ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0																						36	80	39	6									129	130					19	16	5							
[§Þnh thêi] §Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	99	32	180	39	6							46	69	113	73	42	164	20	17	1							
[§Þnh thêi] §Þch Kh¸i Cöu §¸i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ hoµng kim	0	999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							759	306	718	307	242	289	20	17	2							
[§Þnh thêi] §Þch Kh¸i Phôc M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	160	160	31	80	80																36	95	32	135	39	6							2	309	243	312	6	343	20	17	3							
[§Þnh thêi] §Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	140	140	31	80	80																36	85	32	110	39	6							2	423	244	312	6	420	20	17	4							
[§Þnh thêi] §Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	6									129	130					20	17	5							
[§Þnh thêi] Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	7					46	69	51	73	43	165	21	18	1							
[§Þnh thêi] Ma S¸t Tµn D­¬ng ¸nh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ hoµng kim	0	999	10	0	30	720	720	31	90	90																36	90	32	210	39	7							4	306	423	419	421	247	21	18	2							
[§Þnh thêi] Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	160	160	31	80	80																36	85	32	135	39	7							418	309	417	312	6	344	21	18	3							
[TrÊn Bang Chi B¶o] Ma S¸t Cö Háa Liªu Thiªn Hoµn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ hoµng kim	2	999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719	307	769	420	246	248	21	18	4							
[§Þnh thêi] Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	7									129	130					21	18	5							
[§Þnh thêi] Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0	30	315	315	31	85	85																36	90	32	110	39	7							2	346	257	312	6	166	22									
[§Þnh thêi] Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ hoµng kim	4	999	10	0	31	60	60																			36	95	39	7									1	60	62	95	87	107	22									
[§Þnh thêi] Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	140	140	31	80	80																36	85	32	110	39	7							2	309	254	312	6	420	22									
[§Þnh thêi] Ma Hoµng HuyÕt Y Thó Träc	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0	30	111	111	31	80	80																36	80	32	90	39	7							129	130					22									
[TrÊn Bang Chi B¶o] Ma Hoµng Dung Kim §o¹n NhËt Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	31	80	80																			36	120	39	7									2	312	718	420	255	256	22									
[§Þnh thêi] Ma ThÞ LiÖt Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	315	315	31	85	85																36	85	32	110	39	7							2	345	423	307	6	250	23	19	1							
[TrÊn Bang Chi B¶o] Ma ThÞ LÖ Ma PhÖ T©m §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ hoµng kim	2	999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	88	769	420	150	423	23	19	2							
[§Þnh thêi] Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0																						36	80	39	7									129	130					23	19	3							
[§Þnh thêi] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0																						36	90	39	7									2	309	252	311	6	420	23	19	4							
[§Þnh thêi] Ma Hoµng S¬n H¶i Phi Hång L÷	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	140	140	31	80	80																36	99	32	110	39	7							2	320	253	312	6	251	23	19	5							
[§Þnh thêi] L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2	152	6	311	423	167	24	20	1							
[TrÊn Bang Chi B¶o] L¨ng Nh¹c V« Ng· Thóc §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ hoµng kim	1	999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							763	307	718	420	263	152	24	20	2							
L¨ng Nh¹c Né L«i Giíi (kú h¹n)	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	85	39	8									2	309	265	313	6	417	24	20	3							
[§Þnh thêi] L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0																						36	99	39	8									2	347	266	313	8	264	24	20	4							
[§Þnh thêi] L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	0	999	10	0																						36	80	39	8									129	130					24	20	5							
[§Þnh thêi] CËp Phong Ch©n Vâ KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							46	69	51	73	43	167	25	21	1							
[§Þnh thêi] CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ hoµng kim	0	999	10	0	31	60	60																			36	95	39	8									2	84	62	95	89	107	25	21	2							
[§Þnh thêi] CËp Phong HuyÒn Ty Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2	309	259	307	421	425	25	21	3							
[TrÊn Bang Chi B¶o] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ hoµng kim	3	999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							770	307	718	420	348	287	25	21	4							
[§Þnh thêi] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	8									129	130					25	21	5							
[§Þnh thêi] S¬n Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	2	999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							113	69	46	73	43	168	26	22	1							
[TrÊn Bang Chi B¶o] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ hoµng kim	3	999	10	0	31	60	60																			36	120	39	9									759	311	718	309	267	279	26	22	2							
[§Þnh thêi] S­¬ng Tinh Thanh Phong L÷ §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418	309	269	307	6	417	26	22	3							
[§Þnh thêi] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚËÄ¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	3	999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							2	349	270	313	6	268	26	22	4							
[§Þnh thêi] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÎå¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0																						36	80	39	9									129	130					26	22	5							
[§Þnh thêi] L«i Khung Hµn Tïng B¨ng B¸ch Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÒ»¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	4	999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							418	304	152	313	6	272	27	23	1							
[§Þnh thêi] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ hoµng kim	3	999	10	0																						36	99	39	9									4	95	26	107	322	278	27	23	2							
[§Þnh thêi] L«i Khung Phong TuyÕt Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	»Æ½ð×°±¸£¬Ì××°µÚÈý¼þ¡£¿ÉÔÚÌú½³´¦Éý¼¶ÎªÁÙÊ±°×½ð	1	999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418	309	274	424	6	417	27	23	3							
[TrÊn Bang Chi B¶o] L«i Khung Linh Ngäc Èn L«i UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ hoµng kim	2	999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							759	88	718	309	350	275	27	23	4							
