MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
242	Đồng hành Chú thuật Kim 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ỉÔ°ù\mag_bz_tu1_±ơếăéĐạỷ.spr	19,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
243	Đồng hành Chú thuật Mộc 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
244	Bẫy choáng (Giáng Sinh) 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_Àìằữấừ.spr	1080,1,1					\spr\skill\tm\Àìằữấừ.spr	27,1,1														255	255	231	90
245	Bẫy làm chậm (Noel) 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_ºđ±ự´è.spr	1080,1,1					\spr\skill\tm\bz_ºđ±ự´è.spr	27,1,1														255	255	231	90
246	Bẫy choáng (Noel) 	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\ẻọà±\wd_05_°ỵẳ°ảứá´.spr	12,1,1	\sound\skill\ẹáÀìệọ.wav													255	255	231	90
247	Bẫy làm chậm (Noel) 	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_ºđ±ự´è.spr	27,1,1	\sound\skill\±ự±ơ.wav													255	255	231	90
248	Hoa hồng 2	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\ãỗằăẹâễÂ.wav	\spr\skill\²ạ³ọ\ÀảÃàạồ03.spr	50,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồ02.spr	50,1,1								156	211	255	90
249	Hoa hồng 3	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÀảÃàạồ02.spr	50,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồ04.spr	50,1,1								156	211	255	90
250	Hoa hồng 4	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÀảÃàạồ05.spr	50,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồ03.spr	50,1,1								156	211	255	90
251	Hoa hồng 5	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÀảÃàạồ04.spr	50,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồ01.spr	50,1,1								156	211	255	90
252	Hoa hồng 6	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÀảÃàạồ06.spr	50,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồ05.spr	50,1,1								156	211	255	90
253	Hoa hồng trên đất	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÀảÃàạồàỉÃổ03.spr	16,1,1											\spr\skill\²ạ³ọ\ÀảÃàạồàỉÃổ01.spr	1,1,1								255	255	231	90
254	Hoa Tuyết 2	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\ãỗằăẹâễÂ.wav	\spr\skill\²ạ³ọ\ẹâằă03.spr	50,1,1											\spr\skill\²ạ³ọ\ẹâằă02.spr	50,1,1								156	211	255	90
255	Hoa Tuyết 3	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ẹâằă02.spr	50,1,1											\spr\skill\²ạ³ọ\ẹâằă04.spr	50,1,1								156	211	255	90
256	Hoa Tuyết 4	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ẹâằă05.spr	50,1,1											\spr\skill\²ạ³ọ\ẹâằă03.spr	50,1,1								156	211	255	90
257	Hoa Tuyết 5	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ẹâằă04.spr	50,1,1											\spr\skill\²ạ³ọ\ẹâằă01.spr	50,1,1								156	211	255	90
258	Hoa Tuyết 6	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ẹâằă06.spr	50,1,1											\spr\skill\²ạ³ọ\ẹâằă05.spr	50,1,1								156	211	255	90
259	Hoa tuyết trên đất	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ẹâằăàỉÃổ03.spr	16,1,1											\spr\skill\²ạ³ọ\ẹâằăàỉÃổ01.spr	1,1,1								255	255	231	90
260	Hoa	0	0	0	10	0	0	0	0	264	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\ẹèằă.spr	24,1,3																				255	255	255	100
261	bên trái	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
262	bên phải	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
263	Hoa hồng rơi rụng	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\ãỗằăẹâễÂ.wav	\spr\skill\²ạ³ọ\ÀảÃàạồ03.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ02.spr	50,1,1								156	211	255	90
264	Hoa hồng xanh rơi rụng	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\²ạ³ọ\ÀảÃàạồàỉÃổ03.spr	16,1,1																				255	255	231	90
265	Hoa hồng đỏ rơi rụng	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\ãỗằăẹâễÂ.wav	\spr\skill\²ạ³ọ\Ãàạồ03.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ02.spr	50,1,1								156	211	255	90
266	Hoa hồng đỏ rơi rụng	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\²ạ³ọ\ÃàạồàỉÃổ03.spr	16,1,1																				255	255	231	90
267	noview	0	0	1	15	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	231	90
268	Pháo	7	0	1	20	3	1	3	0	60	16	10240	5120	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åựửăà¯.wav				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\ặếÍă±ơếă.wav													132	125	107	90
269	Pháo Trung Thiên	1	0	1	20	2	1	2	0	12	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åựửăà¯.wav				\spr\skill\èỡẩè\mag_bz_huo4_±ơếăéĐạỷ.spr	16,1,1	\sound\skill\ặếÍă±ơếă.wav													255	174	60	90
270	chuột	5	0	1	20	2	1	2	0	32	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\Åựửăà¯.wav				\spr\skill\ỉÔ°ù\mag_gb_bz5_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\ặếÍă±ơếă.wav													255	174	60	90
271	Vật phẩm trong những ngày xuân	0	0	1	15	2	1	14	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_´âéÄ´è.spr	1080,1,1					\spr\skill\tm\´âéÄ´è.spr	27,1,1														255	255	231	90
272	Ném trùng đỏ	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_10_ằðàỉÀì.spr	160,16,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k040.wav													239	231	189	90
273	Khu vực đối phương	0	0	0	2	7	1	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	255	231	90
274	Khu vực đồng đội	0	0	0	2	10	1	10	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0																									255	255	231	90
275	 một viên	0	0	0	18	1	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
276	Kỹ năng phụ - Sư Tử Hống	1	0	0	10	1	0	1	0	20	20	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1																				231	227	107	90
277	Quả cầu tuyết	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\ẹâầũ.spr	88,8,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\others\ẹâầũ±ơếă.spr	11,1,1	\sound\skill\sound_k040.wav													239	231	189	90
278	Pháo hoa Tết	0	0	1	10	12	1	12	5401	5400	0	0	0	1	1	6	22	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\ẹèằă.spr	24,1,3																				255	255	255	100
279	Chữ pháo hoa Tết 1a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\éÂÄờ¿ỡÀệ1.spr	30,1,2																				156	211	255	90
280	Chữ pháo hoa Tết 1b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\éÂÄờ¿ỡÀệ2.spr	10,1,2																				156	211	255	90
281	Chữ pháo hoa Tết 2a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\ạĐẽ²ãÂ²ặ1.spr	30,1,2																				156	211	255	90
282	Chữ pháo hoa Tết 2b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\ạĐẽ²ãÂ²ặ2.spr	10,1,2																				156	211	255	90
283	Pháo nổ	0	0	0	15	0	1	4	55	54	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0				\spr\skill\others\±ịÅÚ.spr	5,1,1		\spr\skill\others\±ịÅÚ1.spr	7,1,1		\spr\skill\others\±ịÅÚ1.spr	7,1,1														255	255	231	90
284	Đoạn Hồn Thích 	1	0	1	10	2	1	2	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
285	ệéầù²ấàỷàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\caidiedeng.spr	7,1,5																				255	255	231	90
286	ệéầùẵừẽẳàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\jinxiadeng.spr	7,1,5																				255	255	231	
287	ệéầùể¯ễÂàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\yingyuedeng.spr	7,1,5																				255	255	231	
288	ệéầù³¯Âảàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\zhaoludeng.spr	7,1,5																				255	255	231	
289	ệéầù³¯Âảàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\item\vietnam\midautumn06\lantern_3.spr	7,1,5																				255	255	231	
290	Thúc Phược Chú 	0	0	0	18	4	1	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
291	Kỹ năng Xuân Ngưu	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
292	´ºÅÊẳẳÄĩìểẳẳÄĩ	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
293	Đại Xuân Ngưu Tất Sát Kỹ	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\èặÃÅ\tm_07_éĂÀợãẫàả.spr	16,1,1	\sound\skill\°ỵẳôảứá´.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													239	146	82	90
294	´ú´ºÅÊ±ỉẫ±ẳẳìểẳẳÄĩ	1	0	1	10	1	0	1	0	16	40	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\tm\ẩèếòùÚ.spr	15,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\ẩèếòùÚ.spr	15,1,1	\sound\skill\sound_k040.wav													239	146	82	90
295	Thái Ngưu Tất Sát Kỹ	3	0	1	10	1	0	1	0	108	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\Íảấ¯±ự.spr	20,1,1		\spr\skill\npc\Íảấ¯±ự±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯±ự±ơếă.spr	27,1,1														239	146	82	90
296	ảủềõạõằã´ôàíìểà¯15ắàÀở	0	0	0	2	15	1	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
297	GM±ỉẫ±ẳẳẳẳÄĩ	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\npc\Íảấ¯ằð.spr	20,1,1		\spr\skill\npc\Íảấ¯ằð±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯ằð±ơếă.spr	27,1,1	\sound\skill\sound_k037.wav													156	211	255	90
298	GM±ỉẫ±ẳẳìểẳẳÄĩ	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
299	GMằự´ĂẳẳÄĩ	1	0	1	10	1	0	1	0	36	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_05_ảàẽũẳý.spr	160,16,1	\sound\skill\ìãéÄẳý.wav																			148	219	255	90
300	GMéĂãảẻĐẳẳÄĩ	0	0	1	15	6	1	6	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ẻọà±\wd_05_°ỵẳ°ảứá´.spr	12,1,1	\sound\skill\°ỵẳôảứá´.wav																			255	255	231	90
301	ạưặùẳẳÄĩ	5	0	0	10	1	0	1	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_01_ÄƯÚưẻịÁ¿.spr	80,16,1	\sound\skill\Åựửăà¯.wav																			231	227	107	90
302	ạư±ứẳẳÄĩ	5	0	0	10	3	0	3	0	25	40	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ảèÃô.spr	64,16,20	\sound\skill\±ự±ơ.wav																			148	113	66	90
303	tianchi3²óìểà¯	4	0	1	10	1	0	1	0	108	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0				\spr\skill\´ọẹè\mag_cy_01_ãỗễặÍằặð.spr	48,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
304	tianchi3²óìểẳẳÄĩìểà¯	1	0	1	10	1	0	1	0	12	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_01_ãỗễặÍằặð.spr	48,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
305	ằỳạỉẳẳÄĩ	1	0	1	10	1	0	1	0	54	10	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
306	èỡ³ỉẽíÚồạõằãìểà¯	0	0	0	2	14	1	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
307	Àọ±ựìểà¯	1	0	1	10	1	0	1	0	90	5	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_01_ãỗễặÍằặð.spr	48,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													239	146	82	90
308	Àọ±ự±ựầẵìểà¯	0	0	1	10	3	0	3	12	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_08_±ựầẵ_b.spr	7,1,150	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
309	ÁỳắÅèỡẵÊặứ	1	0	1	10	1	0	1	0	72	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1																				255	255	231	90
310	ÁỳắÅèỡẵÊặứÂọẵÊ	0	0	1	10	3	0	3	0	270	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ẻọà±\wd_09_ẩậẵÊºẽềằẵÊ.spr	11,1,1					\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
311	±ựãõầĐÀù	0	0	0	20	2	1	2	12	120	0	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_08_±ựầẵ_b.spr	7,1,150	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
312	±ựằãìểà¯	0	0	1	10	3	0	3	12	54	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_08_±ựầẵ_b.spr	7,1,150	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
313	ạÅắứẫ±ảắấệ	0	0	0	20	3	1	3	181	180	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠ.spr	8,1,1		\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠẽỷÍử.spr	13,1,4																	140	207	156	90
314	23ºÅẻịéẻạặìểà¯	0	0	0	2	21	1	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
315	ẵÊặứìúéýìê	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1	\sound\skill\ẵÊãẫắêèỡ.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
316	ẵÊặứểềéýìê	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1	\sound\skill\ẵÊãẫắêèỡ.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
317	Long Thừa Bát Nhã	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\sl\sl_150_longchenbannuo_c.spr	128,16,1					\spr\skill\150\sl\sl_150_longchenbannuo_d.spr	14,1,1																	
318	Diệt Tội Độ Sanh	0	0	1	10	6	1	6	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\sl\sl_150_gunshao_xz.spr	10,1,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\sound_k017.wav				\spr\skill\sl\bz_ºỏẫăầĐắỹ.spr	8,1,1	\sound\skill\sound_k017.wav						\sound\skill\sound_k014.wav	239	231	189	90
319	Vạn Đế Quy Nhất	1	0	1	10	1	0	1	1	12	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\1502\sl\sl_150_daoshao_zd.spr	32,16,1					\spr\skill\1502\sl\sl_150_daoshao_bz.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													239	231	189	90
320	ºÀéÛếảìểà¯	1	0	1	10	1	0	1	1	8	40	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\tw\sl_150_daotian_zd.spr	16,16,1					\spr\skill\1502\tw\tw_150_daotian_bz.spr	3,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													239	231	189	90
321	Tung Hoành Bát Hoang	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0					\spr\skill\150\tw\tw_150_zonghengbahuang_c.spr	128,16,1																							
322	Bá Vương Tạm Kim	4	0	1	50	1	1	3	0	3000	10	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0											\spr\skill\150\tw\tw_150_bawangzanjin_d.spr	16,1,1																	
323	Lưu Phong Hồi Tuyết	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
324	Tử Vi Băng Hoa	0	0	1	10	3	1	3	13	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\1502\em\em_150_zhange_zd.spr	10,1,1																				156	211	255	90
325	ÁữãỗằỉẹâàÚảỵấẵ	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0				\spr\skill\1502\em\em_150_jiane_zd.spr	16,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\150\em\em_150_luifenghuixue_d.spr	14,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
326	Băng Tước Loạn Tuyết	1	0	1	15	1	0	1	0	24	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_daocui_zd.spr	16,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\1502\cy\cy_150_daocui_bz.spr	10,1,1	\sound\skill\±ự±ơ.wav													156	211	255	90
327	Lãnh Nguyệt Lạc Mai	1	0	1	10	1	0	1	0	24	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\cy\cy_150_neicui_xz.spr	16,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\150\cy\cy_150_bingqueluanxue_d.spr	8,1,1	\sound\skill\±ự±ơ.wav													156	211	255	90
328	Hình Tiêu Cốt Lập	0	0	0	10	3	1	3	12	13	0	0	0	1	5	18	1	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\150\wu\wd_xingxiaoguli_c.spr	30,1,1					\spr\skill\150\wu\wd_xingxiaoguli_d.spr	10,1,1														140	207	156	90
329	U Hồn Phệ ảnh	5	0	1	10	1	0	1	0	18	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\wu\wd_youhunshiying_c.spr	128,16,1	\sound\skill\ểÄÚÔữẳữÃ.wav						\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
330	Hào Hùng Trảm Địa Liệt	0	0	1	10	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\1502\tw\tw_150_daotian_dl.spr	7,1,1																				239	231	189	90
