Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile
老年男子3	3	6	0								passerby101	0	0	0	0	0	17	61																																												400		700																						100	
老年男子4	3	6	0								passerby102	0	0	0	0	0	17	76																																												400		700																						100	
老年男子5	3	6	0								passerby103	0	0	0	0	0	34	62																																												400		700																						100	
老年女子1	3	6	0								passerby104	0	0	0	0	0	22	32																																												400		700																						100	
老年女子2	3	6	0								passerby105	0	0	0	0	0	24	25																																												400		700																						100	
猎户	3	6	0								passerby108	0	0	0	0	0	22	32																																												400		700																						100	
卖花女	3	6	0								passerby110	0	0	0	0	0	24	42																																												400		700																						100	
乞丐	3	6	0								passerby112	0	0	0	0	0	25	25																																												400		700																						100	
青年男子3	3	6	0								passerby117	0	0	0	0	0	26	32																																												400		700																						100	
青年男子4	3	6	0								passerby118	0	0	0	0	0	22	32																																												400		700																						100	
青年男子5	3	6	0								passerby119	0	0	0	0	0	24	36																																												400		700																						100	
青年男子6	3	6	0								passerby120	0	0	0	0	0	30	35																																												400		700																						100	
青年男子7	3	6	0								passerby121	0	0	0	0	0	26	32																																												400		700																						100	
青年男子8	3	6	0								passerby122	0	0	0	0	0	22	24																																												400		700																						100	
青年男子9	3	6	0								passerby123	0	0	0	0	0	26	32																																												400		700																						100	
青年男子10	3	6	0								passerby124	0	0	0	0	0	22	32																																												400		700																						100	
青年男子11	3	6	0								passerby125	0	0	0	0	0	22	32																																												400		700																						100	
青年男子13	3	6	0								passerby127	0	0	0	0	0	45	48																																												400		700																						100	
青年男子14	3	6	0								passerby128	0	0	0	0	0	46	52																																												400		700																						100	
青年男子15	3	6	0								passerby129	0	0	0	0	0	47	33																																												400		700																						100	
青年男子16	3	6	0								passerby130	0	0	0	0	0	8	40																																												400		700																						100	
青年男子17	3	6	0								passerby131	0	0	0	0	0	49	48																																												400		700																						100	
青年男子18	3	6	0								passerby132	0	0	0	0	0	45	58																																												400		700																						100	
青年女子1	3	6	0								passerby133	0	0	0	0	0	29	26																																												400		700																						100	
青年女子2	3	6	0								passerby134	0	0	0	0	0	30	38																																												400		700																						100	
青年女子3	3	6	0								passerby135	0	0	0	0	0	22	32																																												400		700																						100	
青年女子4	3	6	0								passerby136	0	0	0	0	0	22	30																																												400		700																						100	
青年女子5	3	6	0								passerby137	0	0	0	0	0	26	32																																												400		700																						100	
青年女子6	3	6	0								passerby138	0	0	0	0	0	22	32																																												400		700																						100	
青年女子7	3	6	0								passerby139	0	0	0	0	0	22	30																																												400		700																						100	
青年女子8	3	6	0								passerby140	0	0	0	0	0	30	32																																												400		700																						100	
青年女子9	3	6	0								passerby141	0	0	0	0	0	22	24																																												400		700																						100	
青年女子10	3	6	0								passerby142	0	0	0	0	0	22	26																																												400		700																						100	
青年女子12	3	6	0								passerby144	0	0	0	0	0	22	24																																												400		700																						100	
青年女子13	3	6	0								passerby145	0	0	0	0	0	22	32																																												400		700																						100	
青年女子14	3	6	0								passerby146	0	0	0	0	0	22	24																																												400		700																						100	
青年女子15	3	6	0								passerby147	0	0	0	0	0	30	35																																												400		700																						100	
青年女子16	3	6	0								passerby148	0	0	0	0	0	27	33																																												400		700																						100	
青年女子17	3	6	0								passerby149	0	0	0	0	0	39	54																																												400		700																						100	
青年女子18	3	6	0								passerby150	0	0	0	0	0	30	35																																												400		700																						100	
青年女子19	3	6	0								passerby151	0	0	0	0	0	17	33																																												400		700																						100	
青年女子20	3	6	0								passerby152	0	0	0	0	0	17	57																																												400		700																						100	
青年女子21	3	6	0								passerby153	0	0	0	0	0	17	59																																												400		700																						100	
青年女子22	3	6	0								passerby154	0	0	0	0	0	26	37																																												400		700																						100	
书生1	3	6	0								passerby157	0	0	0	0	0	25	28																																												400		700																						100	
书生3	3	6	0								passerby159	0	0	0	0	0	22	32																																												400		700																						100	
小男孩1	3	6	0								passerby163	0	0	0	0	0	22	31																																												400		700																						100	
小男孩2	3	6	0								passerby164	0	0	0	0	0	22	32																																												400		700																						100	
小女孩1	3	6	0								passerby165	0	0	0	0	0	34	28																																												400		700																						100	
小女孩3	3	6	0								passerby167	0	0	0	0	0	19	20																																												400		700																						100	
小女孩4	3	6	0								passerby168	0	0	0	0	0	22	24																																												400		700																						100	
中年男子1	3	6	0								passerby169	0	0	0	0	0	21	24																																												400		700																						100	
中年男子2	3	6	0								passerby170	0	0	0	0	0	28	26																																												400		700																						100	
中年男子3	3	6	0								passerby171	0	0	0	0	0	22	32																																												400		700																						100	
中年男子4	3	6	0								passerby172	0	0	0	0	0	30	30																																												400		700																						100	
中年男子5	3	6	0								passerby173	0	0	0	0	0	22	24																																												400		700																						100	
中年男子6	3	6	0								passerby174	0	0	0	0	0	22	32																																												400		700																						100	
中年男子7	3	6	0								passerby175	0	0	0	0	0	47	69																																												400		700																						100	
中年男子8	3	6	0								passerby176	0	0	0	0	0	30	33																																												400		700																						100	
中年男子9	3	6	0								passerby177	0	0	0	0	0	30	33																																												400		700																						100	
中年男子10	3	6	0								passerby178	0	0	0	0	0	53	54																																												400		700																						100	
中年男子11	3	6	0								passerby179	0	0	0	0	0	36	35																																												400		700																						100	
中年男子12	3	6	0								passerby180	0	0	0	0	0	14	46																																												400		700																						100	
中年男子13	3	6	0								passerby181	0	0	0	0	0	30	30																																												400		700																						100	
中年男子14	3	6	0								passerby182	0	0	0	0	0	45	46																																												400		700																						100	
中年男子15	3	6	0								passerby183	0	0	0	0	0	38	52																																												400		700																						100	
中年男子16	3	6	0								passerby184	0	0	0	0	0	35	34																																												400		700																						100	
中年女子1	3	6	0								passerby185	0	0	0	0	0	21	28																																												400		700																						100	
中年女子2	3	6	0								passerby186	0	0	0	0	0	22	32																																												400		700																						100	
中年女子3	3	6	0								passerby187	0	0	0	0	0	22	30																																												400		700																						100	
中年女子4	3	6	0								passerby188	0	0	0	0	0	22	32																																												400		700																						100	
中年女子5	3	6	0								passerby189	0	0	0	0	0	58	58																																												400		700																						100	
中年女子6	3	6	0								passerby190	0	0	0	0	0	51	65																																												400		700																						100	
铁匠老板四	3	6	0								passerby004_4	0	0	0	0	0	24	24																																												400		700																						100	
铁匠学徒乙四	3	6	0								passerby006_4	0	0	0	0	0	22	22																																												400		700																						100	
药店老板一	3	6	0								passerby007_1	0	0	0	0	0	30	30																																												400		700																						100	
宠物老板娘四	3	6	0								passerby011_4	0	0	0	0	0	22	22																																												400		700																						100	
钱庄老板四	3	6	0								passerby036_4	0	0	0	0	0	19	19																																												400		700																						100	
马贩子甲四	3	6	0								passerby037_4	0	0	0	0	0	38	38																																												400		700																						100	
车夫乙四	3	6	0								passerby040_4	0	0	0	0	0	30	30																																												400		700																						100	
船夫甲一	3	6	0								passerby043_1	0	0	0	0	0	26	26																																												400		700																						100	
船夫乙一	3	6	0								passerby044_1	0	0	0	0	0	20	20																																												400		700																						100	
船夫丙一	3	6	0								passerby045_1	0	0	0	0	0	34	34																																												400		700																						100	
太监甲一	3	6	0								passerby059_1	0	0	0	0	0	30	30																																												400		700																						100	
瓷器摊四	3	6	0								passerby067_4	0	0	0	0	0	32	32																																												400		700																						100	
瓷器摊五	3	6	0								passerby067_5	0	0	0	0	0	32	32																																												400		700																						100	
瓷器摊六	3	6	0								passerby067_6	0	0	0	0	0	32	32																																												400		700																						100	
鲜果摊四	3	6	0								passerby068_4	0	0	0	0	0	32	32																																												400		700																						100	
鲜果摊五	3	6	0								passerby068_5	0	0	0	0	0	32	32																																												400		700																						100	
鲜果摊六	3	6	0								passerby068_6	0	0	0	0	0	32	32																																												400		700																						100	
算命先生四	3	6	0								passerby072_4	0	0	0	0	0	34	34																																												400		700																						100	
小杂货摊四	3	6	0								passerby074_4	0	0	0	0	0	36	36																																												400		700																						100	
小杂货摊五	3	6	0								passerby074_5	0	0	0	0	0	36	36																																												400		700																						100	
小杂货摊六	3	6	0								passerby074_6	0	0	0	0	0	36	36																																												400		700																						100	
猪肉摊四	3	6	0								passerby075_4	0	0	0	0	0	38	38																																												400		700																						100	
鱼虾摊四	3	6	0								passerby076_4	0	0	0	0	0	16	16																																												400		700																						100	
独孤雯	3	6	0								enemy115	0	0	0	0	0	30	33																																												400		700																						100	
战斗和尚	0	5	0	1			265				enemy176	0	0	0	0	0	20	32	24	12	20	12	治疗术	1|0	金刚伏魔	1|0.3	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	30	30	60	40	100	0	0	10	0	2|0.2	5|0.5	5|0.5	10|0.8	5|0.5	85	85	85	85	85	1440	100	\settings\item\npcdroprate.ini
战斗尼姑	0	5	0	1			266				enemy177	0	0	0	0	0	20	26	26	11	20	12	治疗术	1|0	不灭不绝	1|0.18	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	30	20	70	50	50	0	0	20	0	5|0.8	3|0.3	0|0.1	3|0.3	3|0.3	85	85	85	85	85	1440	100	\settings\item\npcdroprate.ini
练功木桩	0	5	0	0			304				enemy178	0	0	0	0	0	20	20	14	20	20	14											100	0	0	1	100	0	0	1	0|0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	400	4	0	1	0	0	0	0	0	100	0	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0	100	
练功木人	0	5	0	0			305				enemy179	0	0	0	0	0	20	20	8	20	20	8											100	0	0	1	100	0	0	1	0|0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	400	4	0	1	0	0	0	0	0	100	0	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0	100	
练功沙袋	0	5	0	0			306				enemy180	0	0	0	0	0	20	20	20	20	20	20											100	0	0	1	100	0	0	1	0|0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	400	4	0	1	0	0	0	0	0	100	0	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0	100	
母猪	5	0	0	0		1					critter001	0	0	0	0	0	36	36																																								0	0			400		0																							
猪仔	5	0	0	0		1					critter002	0	0	0	0	0	32	36																																								0	0			400		0																							
公鸡	5	0	0	0		1					critter003	0	0	0	0	0	24	36		12	20																																					2	2			400		1000	15	200	20	16	8	0	0	0	0	0													
母鸡	5	0	0	0		1					critter004	0	0	0	0	0	24	36		10	20																																					2	2			400		1000	15	200	20	16	8	0	0	0	0	0													
鸡仔	5	0	0	0		1					critter005	0	0	0	0	0	18	18		8	16																																					2	2			400		1000	15	200	20	16	8	0	0	0	0	0													
黄牛	5	0	0	0		1					critter006	0	0	0	0	0	28	33																																								0	0			400		0																							
水牛	5	0	0	0		1					critter007	0	0	0	0	0	30	33																																								0	0			400		0																							
红马	5	0	0	0		1					critter008	0	0	0	0	0	26	26																																								0	0			400		0																							
白马	5	0	0	0		1					critter009	0	0	0	0	0	26	26																																								0	0			400		0																							
黑马	5	0	0	0		1					critter010	0	0	0	0	0	26	26																																								0	0			400		0																							
毛驴	5	0	0	0		1					critter011	0	0	0	0	0	26	26																																								0	0			400		0																							
黑狗1	5	0	0	0		1					critter012	0	0	0	0	0	28	25																																								0	0			400		0																							
黑狗2	5	0	0	0		1					critter013	0	0	0	0	0	24	28		18	18																																					3	3			400		1000	15	300	30	16	8	0	0	200	0	200													
黄狗1	5	0	0	0		1					critter014	0	0	0	0	0	20	25																																								0	0			400		0																							
黄狗2	5	0	0	0		1					critter015	0	0	0	0	0	24	28		18	18																																					3	3			400		1000	15	300	30	16	8	0	0	200	0	200													
兔子	5	0	0	0		1					critter016	0	0	0	0	0	20	25		8	8																																					6	6			400		2000	16	120	12	6	2	0	0	300	0	300													
老鼠	5	0	0	0		1					critter017	0	0	0	0	0	6	6		6	6																																					5	5			400		3000	14	100	10	3	1	0	0	400	0	400													
蜻蜓1	4	0	0	0		1					critter018	0	0	0	0	0	1	1		2	1																																					7	7			400		3000	12	180	20	4	1	0	0	0	0	0													
蜻蜓2	4	0	0	0		1					critter019	0	0	0	0	0	1	1		2	1																																					7	7			400		3000	12	160	30	5	1	0	0	0	0	0													
蜻蜓3	4	0	0	0		1					critter020	0	0	0	0	0	1	1		2	1																																					7	7			400		3000	12	190	25	4	2	0	0	0	0	0													
蝴蝶1	4	0	0	0		1					critter021	0	0	0	0	0	3	3		3	3																																					5	5			400		3000	17	110	25	6	2	0	0	0	0	0													
蝴蝶2	4	0	0	0		1					critter022	0	0	0	0	0	3	3		3	3																																					5	5			400		3000	17	120	30	6	2	0	0	0	0	0													
蝴蝶3	4	0	0	0		1					critter023	0	0	0	0	0	4	4		4	4																																					5	5			400		3000	17	115	25	6	2	0	0	0	0	0													
麻雀	4	0	0	0		1					critter024	0	0	0	0	0	8	8		8	8																																					8	8			400		3000	11	280	28	4	1	0	0	0	0	0													
喜鹊	4	0	0	0		1					critter025	0	0	0	0	0	10	10		10	10																																					8	8			400		3000	11	320	32	4	2	0	0	0	0	0													
乌鸦	4	0	0	0		1					critter026	0	0	0	0	0	12	12		12	12																																					8	8			400		3000	11	400	40	3	1	0	0	0	0	0													
青蛙	5	0	0	0		1					critter027	0	0	0	0	0	12	12		12	12																																					4	4			400		3000	16	300	40	6	2	0	0	400	0	200													
青鱼	5	0	0	0		1					critter028	0	0	0	0	0	12	12		12	12																																					4	4			400		1000	13	300	40	5	2	0	0	200	0	200													
鲤鱼	5	0	0	0		1					critter029	0	0	0	0	0	16	16		12	12																																					4	4			400		1000	13	300	40	5	2	0	0	200	0	200													
萤火虫	4	0	0	0		1					critter030	0	0	0	0	0	122	122		122	122																																									400																									
战场障碍	0	5	0	0							enemy181	0	0	0	0	0	20	20	20	20	20	20											1|0				1|0				0|0	0				0				0				0				0	0	1	1	400	4	0	1	0	0	0	0	0	100	0	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	57600	100	
说书先生	3	6	0	0							passerby191	0	0	0	0	0	185	185																																																																				100	
麋鹿	0	5	2	1			103				ani061	0	0	0	0	0	35	35	31	11	22	14	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	3|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	4	4	25	25	400	30	700	4	80	40	10	0	0	0	10	0	0	0|0.95	0|0.95	0|0.95	0|0.95	0|0.95	90	75	75	75	75	960	100	\settings\item\armydroprate.ini
战场宋弓兵	0	1	1	1			135				enemy026	0	0	0	0	0	25	31	30	10	24	12	追心箭	1|0.2	追心箭	1|0.2	追心箭	1|0.2	追心箭	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	5400	100	\settings\item\armydroprate.ini
战场金弓兵	0	2	2	1			137				enemy028	0	0	0	0	0	24	28	31	10	26	12	夺魂镖	1|0.2	夺魂镖	1|0.2	夺魂镖	1|0.2	夺魂镖	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	5400	100	\settings\item\armydroprate.ini
战场宋刀兵	0	1	3	1			138				enemy029	0	0	0	0	0	33	36	23	13	26	12	沿门托钵	1|0.2	沿门托钵	1|0.2	沿门托钵	1|0.2	沿门托钵	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	5400	100	\settings\item\armydroprate.ini
战场金刀兵	0	2	4	1			140				enemy031	0	0	0	0	0	28	33	30	10	23	12	血手毒杀	1|0.2	血手毒杀	1|0.2	血手毒杀	1|0.2	血手毒杀	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	5400	100	\settings\item\armydroprate.ini
战场宋枪兵	0	1	0	1			143				enemy034	0	0	0	0	0	24	46	28	11	22	11	怒雷指	1|0.2	怒雷指	1|0.2	怒雷指	1|0.2	怒雷指	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	75	75	75	75	5400	100	\settings\item\armydroprate.ini
战场金枪兵	0	2	1	1			145				enemy036	0	0	0	0	0	24	43	30	10	21	12	残阳如血	1|0.2	残阳如血	1|0.2	残阳如血	1|0.2	残阳如血	1|0.2		\script\npclevelscript\army.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	60	100	0	0	0	50	0	0	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	75	75	75	75	5400	100	\settings\item\armydroprate.ini
